EQUIPMENT,IMPORTANCE,ERR_CODE,DESCRIPTION,PROCESS_METHOD,RESET_AVAILABLE
STC,중,670,LV2: 1号货叉取货工位没有允许信号,入库输送机联锁异常,X
STC,중,671,LV2: 1号货叉放货工位没有允许信号,出库输送机联锁异常,X
STC,중,673,LV2: 2号货叉放货工位没有允许信号,出库输送机联锁异常,X
STC,중,674,LV2: 1号货叉作业货位被禁用,目的地禁用设定。设定变更。,X
STC,중,675,LV2: 2号货叉作业货位被禁用,目的地禁用设定。设定变更。,X
STC,중,676,LV2: 自动或远程状态下没启动运行,自动运行未执行。,X
STC,상,680,LV2: 提升机制动电阻温度报警,升降制动器温度超限报警。,X
STC,상,801,LV3: RCP通讯报错,与RCP通信超时。通信重试。,O
STC,중,811,LV3：装载步骤后未检测到叉 1 负载,共出库，自动恢复可用。,O
STC,중,812,LV3：装载步骤后未检测到叉 2 负载,共出库，自动恢复可用。,O
STC,중,813,LV3：卸载步骤后检测到叉1/叉2负载,卸货后检测到实物。请检查货物传感器。,X
STC,중,814,LV3：卸载步骤后检测到叉车 1 负载,卸货后检测到实物。请检查货物传感器。,X
STC,중,815,LV3：卸载步骤后检测到叉 2 负载,卸货后检测到实物。请检查货物传感器。,X
STC,중,816,LV3：卸载步骤后检测到叉1/叉2负载,卸货后检测到实物。请检查货物传感器。,X
STC,중,821,LV3: 1号货叉 在线任务编号数据错误,数据错误，重新请求数据。,O
STC,중,822,LV3: 1号货叉 在线任务类型数据错误,数据错误，重新请求数据。,O
STC,중,823,LV3: 1号货叉 在线取货任务的排号数据错误,数据错误，重新请求数据。,O
STC,중,824,LV3: 1号货叉 在线取货任务的列号数据错误,数据错误，重新请求数据。,O
STC,중,825,LV3: 1号货叉 在线取货任务的层高数据错误,数据错误，重新请求数据。,O
STC,중,826,LV3: 1号货叉 在线取货任务输入数据错误,数据错误，重新请求数据。,O
STC,중,827,LV3: 1号货叉 在线放货任务的排号数据错误,数据错误，重新请求数据。,O
STC,중,828,LV3: 1号货叉 在线放货任务的列号数据错误,数据错误，重新请求数据。,O
STC,중,829,LV3: 1号货叉 在线放货任务的层高数据错误,数据错误，重新请求数据。,O
STC,중,830,LV3: 1号货叉 在线放货任务输出数据错误,数据错误，重新请求数据。,O
STC,중,831,LV3: 2号货叉 在线任务编号数据错误,数据错误，重新请求数据。,O
STC,중,832,LV3: 2号货叉 在线任务类型数据错误,数据错误，重新请求数据。,O
STC,중,833,LV3 : FORK 2 在线加载作业通道数据错误,数据错误，重新请求数据。,O
STC,중,834,LV3: 2号货叉 在线取货任务的列号错误,数据错误，重新请求数据。,O
STC,중,835,LV3: 2号货叉 在线取货任务的层高错误,数据错误，重新请求数据。,O
STC,중,836,LV3: 2号货叉在线取货任务的输入信息错误,数据错误，重新请求数据。,O
STC,중,837,LV3: 2号货叉在线放货任务的输入信息错误,数据错误，重新请求数据。,O
STC,중,838,LV3: 2号货叉 在线放货任务的列号数据错误,数据错误，重新请求数据。,O
STC,중,839,LV3: 2号货叉 在线放货任务的层高错误,数据错误，重新请求数据。,O
STC,중,840,LV3: 2号货叉 在线放货任务输出数据错误,数据错误，重新请求数据。,O
STC,중,843,FORK2 LEFT DOUBLE CELL ERROR,双重入库传感器动作异常。请检查传感器。,△
STC,중,851,LV3: 1号货叉重复入库,作业重复错误。,△
STC,중,852,FORK 1 RIGHT DUPLICATION JOB ERROR,作业重复错误。,△
STC,중,853,LV3: 2号货叉任务重复报错(重复入库),作业重复错误。,△
STC,중,854,FORK 2 RIGHT DUPLICATION JOB ERROR,作业重复错误。,△
STC,중,855,LV3: 1/2号货叉任务重复报错(重复入库),双重入库传感器动作异常。请检查传感器。,△
STC,중,856,LV3: 重复入库时RCP没下发新的任务报警,RCP无响应。,△
STC,중,858,LV3: 1号货叉出库任务重复报错(重复出库),作业重复错误。,X
STC,중,859,LV3: 2号货叉出库任务报错(重复出库),作业重复错误。,X
STC,중,861,LV3: 1号货叉作业状态报错,作业重复错误。,X
STC,중,862,LV3: 2号货叉作业状态报错,作业重复错误。,X
STC,중,863,LV3：叉1目标单元禁止,目的地禁用设定。设定变更。,X
STC,중,864,LV3：叉2目标单元禁止,目的地禁用设定。设定变更。,X
STC,중,865,LV3: 1号货叉装货时干涉(货位阻挡),叉位装载异常。,X
STC,중,871,LV3: 上线任务完成的RCP应答超时,作业完成响应超时。,O
STC,중,872,LV3: 任务命令报错(单伸模式),作业指令错误。,O
STC,중,873,LV3: 行走目的地值错误,行驶目的地数值错误。,X
STC,중,874,LV3: 提升目的地值错误,升降目的地数值错误。,X
STC,중,881,LV3: 检查同步冲突,同步冲突确认。,X
STC,중,882,LV3: 从机报错状态,同步从站条件错误。,X
STC,중,883,LV3: 从机自动运行报错,同步从站自动运行错误。,X
STC,중,884,LV3: 从机避让报错,同步从站避让错误。,X
STC,중,1001,GP_LV1: GP面板急停,地面面板紧急停止。,X
STC,상,1002,GP_LV1: 前面安全门急停,前方安全门紧急停止。,X
STC,상,1003,GP_LV1: 后面安全门急停,后方安全门紧急停止。,X
STC,상,1004,GP_LV1: 前面安全门打开,前方安全门开启。,X
STC,상,1005,GP_LV1: 后面安全门打开,后方安全门开启。,X
STC,상,1010,GP_LV2: CP122 CP4 电源开关跳闸,CP错误。,X
STC,상,1011,GP_LV2: CP122 CP5 电源开关跳闸,CP错误。,X
STC,상,1012,GP_LV2: CP123 AP 电源开关跳闸,CP错误。,X
STC,상,1013,GP_LV2: CP123 CP2 HMI 电源开关跳闸,CP错误。,X
RGV,상,1,紧急停止按钮动作,按下EMG（紧急停止）按钮,X
RGV,중,2,通讯失败,"通信重试, 重置措施",O
RGV,상,12,变频器报警,变频器发生错误，现场确认,X
RGV,상,13,前部防撞开关动作,RGV碰撞传感器检测，现场确认,X
RGV,상,14,后部防撞开关动作,RGV碰撞传感器检测，现场确认,X
RGV,중,16,货物状态异常,RGV内货物位置异常，现场确认,X
RGV,중,19,输送机运行时间超时,根据情况可以重试,△
RGV,중,20,RGV使用状态异常,确认RGV使用状态异常、状态,X
RGV,중,23,作业数据异常,作业数据异常，作业确认,X
GTR,상,1,GP柜和MP柜网络通信中断,通讯 RETRY,O
GTR,상,3,OP1柜 急停按钮-需要检查,关于SAFETY，需要用肉眼确认,X
GTR,상,4,OP2柜 急停按钮-需要检查,关于SAFETY，需要用肉眼确认,X
GTR,상,5,1号安全门被打开,关于SAFETY，需要用肉眼确认,X
GTR,상,6,2号安全门被打开,关于SAFETY，需要用肉眼确认,X
GTR,상,7,1号安全光栅被遮挡,关于SAFETY，需要用肉眼确认,X
GTR,상,8,2号安全光栅被遮挡,关于SAFETY，需要用肉眼确认,X
GTR,상,9,1号安全门急停按钮,关于SAFETY，需要用肉眼确认,X
GTR,상,10,2号安全门急停按钮,关于SAFETY，需要用肉眼确认,X
GTR,중,11,X轴 前进限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,12,X轴 后退限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,13,Y轴 前进限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,14,Y轴 后退限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,15,Z轴 上限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,16,T轴 打开限位传感器异常,SW LIMIT 检测，需要肉眼确认,X
GTR,중,17,Z轴 同步带检测传感器异常,BELT 检测错误 。 需要肉眼确认,X
GTR,중,21,超过X1轴前进限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,22,超过X1轴后退限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,23,超过X2轴前进限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,24,超过X2轴后退限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,25,超过Y轴前进限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,26,超过Y轴后退限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,27,超过Z轴上限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,28,超过Z轴下限位,SW LIMIT 检测，需要肉眼确认,X
GTR,중,29,T轴打开位置超限,SW LIMIT 检测，需要肉眼确认,X
GTR,중,30,T轴关闭位置超限,SW LIMIT 检测，需要肉眼确认,X
GTR,상,31,X1轴 脱轨传感器异常,传感器检测，需要肉眼确认,X
GTR,상,32,X2轴 脱轨传感器异常,传感器检测，需要肉眼确认,X
GTR,중,41,X1轴 技术功能故障,X轴驱动设置异常 。,X
GTR,중,42,X2轴 技术功能故障,X轴驱动设置异常 。,X
GTR,중,43,Y轴  驱动器故障,Y轴驱动设置异常 。,X
GTR,중,44,Z轴  技术功能故障,Z轴驱动设置异常 。,X
GTR,중,45,T轴  技术功能故障,T轴驱动设置异常 。,X
GTR,중,46,伺服驱动器报错,X1/X2轴同步行驶设定异常,X
GTR,상,47,X1和X2轴 同步差值超限,X1/X2轴同步行驶值Over,X
GTR,상,51,X1轴 驱动器故障,电机闹钟确认,X
GTR,상,52,X2轴   驱动器故障,电机闹钟确认,X
GTR,상,53,Y轴  驱动器故障,电机闹钟确认,X
GTR,상,54,Z轴  驱动器故障,电机闹钟确认,X
GTR,상,55,T轴 驱动器故障,电机闹钟确认,X
GTR,중,56,REGEN故障,驱动控制器错误,X
GTR,중,61,参数错误 - 驱动器初始模式,需要确认是否可以远程设置参数,△
GTR,중,62,参数错误 - Y VEL FUNCTION,需要确认是否可以远程设置参数,△
GTR,중,63,参数错误 - XY ROUND FUNCTION,需要确认是否可以远程设置参数,△
GTR,중,64,参数错误 - Z F-0 POSITION,需要确认是否可以远程设置参数,△
GTR,중,65,参数错误 - Z RATIO,需要确认是否可以远程设置参数,△
GTR,중,66,参数错误 - Z_TOOL_ACT_POS_RATIO,需要确认是否可以远程设置参数,△
GTR,중,67,参数错误-T轴打开关闭超限位,需要确认是否可以远程设置参数,△
GTR,중,68,参数错误 - T RATIO,需要确认是否可以远程设置参数,△
GTR,중,69,参数错误 - 通信参数错误,需要确认是否可以远程设置参数,△
GTR,중,70,参数错误 - X轴参数错误,需要确认是否可以远程设置参数,△
GTR,중,71,参数错误 - Y轴参数错误,需要确认是否可以远程设置参数,△
GTR,중,72,参数错误 - Z轴参数错误,需要确认是否可以远程设置参数,△
GTR,중,73,参数错误 - T轴 参数错误,需要确认是否可以远程设置参数,△
GTR,상,74,参数错误 - EMG 参数错误,需要确认是否可以远程设置参数,△
GTR,중,75,参数错误 - 允许范围参数错误,需要确认是否可以远程设置参数,△
GTR,중,76,参数错误 - 产品参数错误,需要确认是否可以远程设置参数,△
GTR,중,77,参数错误 - 码胎场参数错误,需要确认是否可以远程设置参数,△
GTR,중,78,参数错误 - 工位参数错误,需要确认是否可以远程设置参数,△
GTR,중,81,传感器状态错误 - 检测Z 轴原点传感器,传感器状态异常,X
GTR,중,82,传感器状态错误 - 检测轮胎传感器,传感器状态异常,X
GTR,중,83,传感器状态错误 - 检测T轴打开传感器,传感器状态异常,X
GTR,중,84,传感器状态错误 - 检测T轴关闭传感器,传感器状态异常,X
GTR,중,91,超过龙门之间的安全距离限制,2 Head 接近错误。 位置需要调整,X
GTR,중,92,双模式错误,2 Head 操作模式错误,o
GTR,중,93,龙门维修模式错误,2 Head故障处理模式错误。 位置需要调整,X
GTR,하,111,步骤 11 运行超时,尝试单位动作超时， 重试,O
GTR,하,112,步骤 12 运行超时,尝试单位动作超时， 重试,O
GTR,하,113,步骤 13 运行超时,尝试单位动作超时， 重试,O
GTR,하,114,步骤 14 运行超时,尝试单位动作超时， 重试,O
GTR,하,115,步骤 15 运行超时,尝试单位动作超时， 重试,O
GTR,하,116,步骤 16 运行超时,尝试单位动作超时， 重试,O
GTR,하,117,步骤 17 运行超时,尝试单位动作超时， 重试,O
GTR,하,118,步骤 18 运行超时,尝试单位动作超时， 重试,O
GTR,하,121,步骤 21 运行超时,尝试单位动作超时， 重试,O
GTR,하,122,步骤 22 运行超时,尝试单位动作超时， 重试,O
GTR,하,123,步骤 23 运行超时,尝试单位动作超时， 重试,O
GTR,하,124,步骤 24 运行超时,尝试单位动作超时， 重试,O
GTR,하,125,步骤 25 运行超时,尝试单位动作超时， 重试,O
GTR,하,126,步骤 26 运行超时,尝试单位动作超时， 重试,O
GTR,하,127,步骤 27 运行超时,尝试单位动作超时， 重试,O
GTR,하,128,步骤 28 运行超时,尝试单位动作超时， 重试,O
GTR,중,131,X轴 设定的目标值错误,CMD异常，重试,O
GTR,중,132,Y轴 设定的目标值错误,CMD异常，重试,O
GTR,중,133,Z轴 设定的目标值错误,CMD异常，重试,O
GTR,중,134,T轴 设定的目标值错误,CMD异常，重试,O
GTR,중,141,传送带允许信号超时,响应超时， 重试,O
GTR,중,151,跟RCP电脑互锁反应时间超时,响应超时， 重试,O
GTR,중,161,目标码胎位被禁用,需要确认 ENABLE 设置,X
GTR,중,162,目标站点被禁用,需要确认 ENABLE 设置,X
GTR,상,201,跟RCP电脑 通信断开,重试,O
GTR,중,202,跟RCP电脑任务完成后反应时间超时,重试,O
GTR,중,211,抓取轮胎后未检测到轮胎,空出库，可自动恢复,O
GTR,중,212,放下轮胎后检测到轮胎,材料已经放下了，但是还在。,X
GTR,중,213,任务条件错误 -有轮胎,状态与命令不一致，确认CMD后重试,O
GTR,중,214,任务条件错误 -没有轮胎,状态与命令不一致，确认CMD后重试,O
GTR,중,221,在线数据错误 - 任务信息编号,DATA异常，重试,O
GTR,중,222,在线数据错误 - 任务信息最大数量,DATA异常，重试,O
GTR,중,223,在线数据错误 - 任务信息中内径信息,DATA异常，重试,O
GTR,중,224,在线数据错误 - 任务信息中外径信息,DATA异常，重试,O
GTR,중,225,在线数据错误 - 任务信息中高度信息,DATA异常，重试,O
GTR,중,226,在线数据错误 - 发送的信息中任务类型,DATA异常，重试,O
GTR,중,227,在线数据错误 - 发送的任务码胎场地,DATA异常，重试,O
GTR,중,228,在线数据错误 - 发送的任务工位,DATA异常，重试,O
GTR,중,229,在线数据错误 - 发送的信息中码胎方式,DATA异常，重试,O
GTR,중,230,在线数据错误 - 发送的信息中码胎位置,DATA异常，重试,O
GTR,중,231,在线数据错误 - 接收到的任务类型,DATA异常，重试,O
GTR,중,232,在线数据错误 - 接收到的任务码胎场地,DATA异常，重试,O
GTR,중,233,在线数据错误 - 发送的任务工位,DATA异常，重试,O
GTR,중,234,在线数据错误 - 接收到的码胎方式,DATA异常，重试,O
GTR,중,235,在线数据错误 - 接收到的码胎位置,DATA异常，重试,O
